Date,Open,High,Low,Close,Volume,P/E,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2026-06-16,nan,nan,nan,13051.67,182599136.0,38.9,,,,
2026-06-18,nan,nan,nan,13321.43,108068723.0,39.7,,,,
2026-06-19,nan,nan,nan,13357.51,84436916.0,39.81,,,,
