Date,Open,High,Low,Close,Volume,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2026-08-17,1275.0,1280.0,1151.1,1228.0,197,EQ,41.0,4.8,174.0
2026-08-18,1260.0,1274.8,1225.0,1262.4,1312,EQ,124.0,10.58,1270.0
2026-08-19,1268.7,1280.0,1235.6,1273.4,1781,EQ,159.0,11.2,1497.0
2026-08-20,1243.3,1279.9,1243.3,1264.0,1195,EQ,110.0,10.86,959.0
2026-08-21,1278.9,1278.9,1230.0,1232.6,2435,EQ,219.0,11.12,1685.0
2026-08-24,1233.3,1233.3,1170.0,1208.0,1578,EQ,275.0,5.74,955.0
2026-08-25,1232.0,1232.0,1152.1,1178.6,1488,EQ,329.0,4.52,760.0
2026-08-26,1164.9,1203.2,1164.9,1188.7,311,EQ,76.0,4.09,241.0
2026-08-27,1189.0,1209.6,1131.3,1156.3,1474,EQ,252.0,5.85,1121.0
2026-08-28,1175.8,1224.0,1150.1,1179.4,1631,EQ,343.0,4.76,906.0
2026-08-31,1182.0,1200.0,1130.0,1148.8,3753,EQ,343.0,10.94,2801.0
2026-09-01,1181.0,1193.0,1133.9,1152.7,2042,EQ,208.0,9.82,1665.0
2026-09-02,1135.1,1179.0,1135.1,1150.0,1386,EQ,116.0,11.95,1215.0
2026-09-03,1170.0,1170.0,1133.0,1145.1,2400,EQ,99.0,24.24,2270.0
2026-09-04,1169.5,1169.5,1140.1,1144.9,981,EQ,100.0,9.81,908.0
2026-09-07,1175.0,1275.0,1155.0,1268.6,13356,EQ,1204.0,11.09,8715.0
2026-09-08,1268.6,1284.8,1230.0,1239.4,2607,EQ,332.0,7.85,1589.0
2026-09-09,1259.9,1259.9,1180.8,1225.3,1041,EQ,260.0,4.0,815.0
2026-09-10,1240.0,1251.8,1204.1,1231.7,3247,EQ,322.0,10.08,2528.0
2026-09-11,1220.0,1249.0,1185.7,1200.2,4670,EQ,466.0,10.02,2020.0
2026-09-15,1219.0,1275.4,1201.0,1209.3,4496,EQ,666.0,6.75,3157.0
2026-09-16,1255.0,1255.0,1205.0,1213.8,2087,EQ,301,6.93,1261
2026-09-17,1234.9,1250.0,1205.0,1215.7,3393,EQ,486,6.98,1861
2026-09-18,1242.0,1242.0,1218.8,1233.3,2481,EQ,306,8.11,1505
