Date,Open,High,Low,Close,Volume,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2026-03-19,74.75,75.79,69.01,70.42,61428,EQ,1545,39.76,39379
2026-03-20,79.29,79.3,69.11,70.06,36536,EQ,992,36.83,15610
