Date,Open,High,Low,Close,Volume,P/E,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2026-06-16,nan,nan,nan,2851.35,130113400.0,216.3,,,,
2026-06-18,nan,nan,nan,2960.78,123593902.0,224.6,,,,
2026-06-19,nan,nan,nan,2975.33,200777314.0,225.62,,,,
2026-06-22,nan,nan,nan,2977.23,110771037.0,225.77,,,,
2026-06-23,nan,nan,nan,2962.8,179468696.0,224.67,,,,
2026-06-24,nan,nan,nan,2976.68,164009839.0,225.72,,,,
2026-06-25,nan,nan,nan,2943.11,102091114.0,223.18,,,,
