Date,Open,High,Low,Close,Volume,P/E,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2026-06-16,nan,nan,nan,1908.59,30048166.0,34.73,,,,
2026-06-18,nan,nan,nan,1978.69,125836010.0,36.01,,,,
2026-06-19,nan,nan,nan,1986.07,159901495.0,36.14,,,,
