Date,Open,High,Low,Close,Volume,P/E,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2026-06-16,nan,nan,nan,54806.92,46775670.0,23.33,,,,
2026-06-18,nan,nan,nan,54833.15,39217385.0,23.34,,,,
2026-06-19,nan,nan,nan,55167.05,109432581.0,23.48,,,,
2026-06-22,nan,nan,nan,55299.06,46422243.0,23.54,,,,
2026-06-23,nan,nan,nan,54988.63,35226697.0,23.41,,,,
2026-06-24,nan,nan,nan,56193.39,69598936.0,23.92,,,,
2026-06-25,nan,nan,nan,56373.24,80511747.0,24.0,,,,
