Date,Open,High,Low,Close,Volume,P/E,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2026-06-16,nan,nan,nan,17080.08,400632152.0,48.59,,,,
2026-06-18,nan,nan,nan,17576.38,189326051.0,50.0,,,,
2026-06-19,nan,nan,nan,17713.32,258513917.0,50.39,,,,
