Date,Open,High,Low,Close,Volume,P/E,Series,TOTAL_TRADES,QTY_PER_TRADE,DLV_QTY
2026-09-16,nan,nan,nan,1057.74,445420792.0,26.54,,,,
2026-09-17,nan,nan,nan,1072.54,317910289.0,26.92,,,,
2026-09-18,nan,nan,nan,1087.63,558551770.0,27.29,,,,
